ap;cnes;unidade;ine;desligados_60_med;desligados_60_enf;desligados_60_aux;desligados_60_acs;desligados_60_dent;desligados_60_aux_bucal;desligados_60_tec_bucal;tipo_equipe_id;medico ;medico_20 ;enfermeiro ;tec_aux ;acs ;cirurgiao ;aux_bucal ;tec_bucal ;tipo esf 1;tipo esf 2;tipo_esb
51;5546591;SMS CF MARIA JOSE DE SOUSA BARBOSA - AP 51;302066;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
51;5546591;SMS CF MARIA JOSE DE SOUSA BARBOSA - AP 51;302074;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
51;5546591;SMS CF MARIA JOSE DE SOUSA BARBOSA - AP 51;302082;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
52;7894554;SMS CF ISABELA SEVERO DA SILVA - AP 52;302090;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;;
52;2270641;SMS CMS PEDRO NAVA - AP 52;302104;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;ESF Vacância Médico 40h;;
52;2270641;SMS CMS PEDRO NAVA - AP 52;302120;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;4;0;0;0;ESF Completa;;
33;2273179;SMS CMS AUGUSTO DO AMARAL PEIXOTO - AP 33;302260;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;2;3;0;0;0;ESF Vacância ACS;;
33;2273179;SMS CMS AUGUSTO DO AMARAL PEIXOTO - AP 33;302287;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;2;4;0;0;0;ESF Vacância Médico 20h;;
32;2273225;SMS CMS ARIADNE LOPES DE MENEZES - AP 32;302309;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;ESF Vacância Médico 40h;;
32;2273225;SMS CMS ARIADNE LOPES DE MENEZES - AP 32;302317;0;1;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;0;1;5;0;0;0;EACS;ESF Incompleta Enfermeiro mais de 60 dias;
32;2273225;SMS CMS ARIADNE LOPES DE MENEZES - AP 32;302325;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;ESF Vacância Médico 40h;;
32;2273225;SMS CMS ARIADNE LOPES DE MENEZES - AP 32;302333;0;0;1;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;0;5;0;0;0;EACS;ESF Incompleta (40h técnico(a)/auxiliar de enfermagem mais de 60 dias);
53;2273543;SMS CMS FLORIPES GALDINO PEREIRA - AP 53;302341;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;4;0;0;0;ESF Completa;;
53;2273543;SMS CMS FLORIPES GALDINO PEREIRA - AP 53;302368;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;;
53;7896204;SMS CF ALICE DE JESUS REGO - AP53;302376;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
53;2273551;SMS CMS ALOYSIO AMANCIO DA SILVA - AP 53;302384;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;1;0;0;0;0;0;0;ESF Vacância ACS, Tec/Aux 40h e Enfermeiro(a);;
53;2273551;SMS CMS ALOYSIO AMANCIO DA SILVA - AP 53;302392;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;3;0;0;0;ESF Vacância ACS;;
53;7896204;SMS CF ALICE DE JESUS REGO - AP53;302406;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;0;4;0;0;0;EACS Vacância Tec/Aux 40h;ESF Incompleta Médico 40h;
53;2273578;SMS CMS CESARIO DE MELLO - AP 53;302414;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;1;0;0;0;0;0;0;ESF Vacância ACS, Tec/Aux 40h e Enfermeiro(a);;
53;2273578;SMS CMS CESARIO DE MELLO - AP 53;302422;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
53;2273578;SMS CMS CESARIO DE MELLO - AP 53;302430;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
53;2273578;SMS CMS CESARIO DE MELLO - AP 53;302449;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
53;2273586;SMS CMS EMYDIO CABRAL - AP 53;302457;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
53;2273586;SMS CMS EMYDIO CABRAL - AP 53;302473;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
53;2295237;SMS CF JOAO BATISTA CHAGAS - AP 53;302481;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;2;0;0;0;ESF Vacância ACS;;
53;2273586;SMS CMS EMYDIO CABRAL - AP 53;302503;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
53;2273586;SMS CMS EMYDIO CABRAL - AP 53;302511;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
53;2273586;SMS CMS EMYDIO CABRAL - AP 53;302538;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
53;2273616;SMS CMS CYRO DE MELLO MANGUARIBA - AP 53;302546;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
53;2273616;SMS CMS CYRO DE MELLO MANGUARIBA - AP 53;302554;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;6;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
53;2273616;SMS CMS CYRO DE MELLO MANGUARIBA - AP 53;302562;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;0;4;0;0;0;ESF Vacância Tec/Aux 40h;;
31;6804209;SMS CF ASSIS VALENTE - AP 31;302589;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;;
31;2273640;SMS CMS MADRE TERESA DE CALCUTA - AP 31;302597;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;5;0;0;0;ESF Vacância Médico 40h;;
31;2273640;SMS CMS MADRE TERESA DE CALCUTA - AP 31;302600;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
31;2273640;SMS CMS MADRE TERESA DE CALCUTA - AP 31;302619;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;5;0;0;0;ESF Completa;;
31;2273640;SMS CMS MADRE TERESA DE CALCUTA - AP 31;302627;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;6;0;0;0;ESF Vacância Médico 20h;;
10;2277298;SMS CF FERNANDO A BRAGA LOPES - AP 10;302635;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;4;0;0;0;ESF Completa;;
10;2277298;SMS CF FERNANDO A BRAGA LOPES - AP 10;302643;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;4;0;0;0;ESF Completa;;
10;2277298;SMS CF FERNANDO A BRAGA LOPES - AP 10;302651;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;4;0;0;0;ESF Completa;;
10;2277298;SMS CF FERNANDO A BRAGA LOPES - AP 10;302678;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;4;0;0;0;ESF Completa;;
10;2277298;SMS CF FERNANDO A BRAGA LOPES - AP 10;302686;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
10;2277298;SMS CF FERNANDO A BRAGA LOPES - AP 10;302694;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
10;2277301;SMS CMS MANOEL ARTHUR VILLABOIM - AP 10;302708;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;3;2;2;6;0;0;0;ESF Completa;;
10;2277328;SMS CMS OSWALDO CRUZ - AP 10;302759;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
21;2280205;SMS CMS RODOLPHO PERISSE / VIDIGAL - AP 21;302805;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;0;1;3;0;0;0;ESF Vacância ACS e Enfermeiro(a);;
21;2280205;SMS CMS RODOLPHO PERISSE / VIDIGAL - AP 21;302813;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
21;2280205;SMS CMS RODOLPHO PERISSE / VIDIGAL - AP 21;302821;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;4;0;0;0;ESF Completa;;
22;2280272;SMS CMS MARIA AUGUSTA ESTRELLA - AP 22;302848;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;3;1;1;1;5;0;0;0;ESF Completa;;
22;2280272;SMS CMS MARIA AUGUSTA ESTRELLA - AP 22;302856;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;2;0;1;1;4;0;0;0;ESF Completa;;
22;2280280;SMS CMS NICOLA ALBANO - AP 22;302864;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;5;0;0;0;ESF Completa;;
22;2280280;SMS CMS NICOLA ALBANO - AP 22;302872;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;4;0;0;0;ESF Completa;;
53;2280310;SMS CF ERNANI DE PAIVA FERREIRA BRAGA - AP 53;302880;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
53;2280310;SMS CF ERNANI DE PAIVA FERREIRA BRAGA - AP 53;302899;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;3;0;0;0;ESF Vacância Médico(a) 20h e ACS;;
53;2280310;SMS CF ERNANI DE PAIVA FERREIRA BRAGA - AP 53;302902;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;3;0;0;0;ESF Vacância Médico(a) 20h e ACS;;
53;2280310;SMS CF ERNANI DE PAIVA FERREIRA BRAGA - AP 53;302910;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;2;0;0;0;ESF Vacância ACS;;
53;2280310;SMS CF ERNANI DE PAIVA FERREIRA BRAGA - AP 53;302929;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;;
53;2280310;SMS CF ERNANI DE PAIVA FERREIRA BRAGA - AP 53;302937;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;3;0;0;0;ESF Vacância Médico(a) 20h e ACS;;
53;2280310;SMS CF ERNANI DE PAIVA FERREIRA BRAGA - AP 53;302945;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;2;3;0;0;0;ESF Vacância ACS;;
53;2280310;SMS CF ERNANI DE PAIVA FERREIRA BRAGA - AP 53;302953;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;3;0;0;0;ESF Vacância Médico(a) 20h e ACS;;
32;2280736;SMS CMS RENATO ROCCO - AP 32;302961;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
32;2280736;SMS CMS RENATO ROCCO - AP 32;302988;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;5;0;0;0;ESF Vacância Médico 40h;;
32;2280736;SMS CMS RENATO ROCCO - AP 32;302996;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;5;0;0;0;ESF Completa;;
32;2280736;SMS CMS RENATO ROCCO - AP 32;303003;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
32;2280744;SMS CMS CARLOS GENTILLE DE MELLO - AP 32;303011;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
32;2280744;SMS CMS CARLOS GENTILLE DE MELLO - AP 32;303038;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;5;0;0;0;ESF Completa;;
32;2280744;SMS CMS CARLOS GENTILLE DE MELLO - AP 32;303046;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;5;0;0;0;ESF Completa;;
32;2280744;SMS CMS CARLOS GENTILLE DE MELLO - AP 32;303054;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
53;2280760;SMS CMS MARIA APARECIDA DE ALMEIDA - AP 53;303062;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;1;0;0;0;0;0;0;ESF Vacância ACS, Tec/Aux 40h e Enfermeiro(a);;
22;2280787;SMS CMS NILZA ROSA - AP 22;303070;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;5;0;0;0;ESF Vacância Médico 40h;;
22;2280787;SMS CMS NILZA ROSA - AP 22;303089;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;5;0;0;0;ESF Completa;;
21;2280795;SMS CMS JOAO BARROS BARRETO - AP 21;303097;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;4;0;1;2;4;0;0;0;ESF Completa;;
21;2280795;SMS CMS JOAO BARROS BARRETO - AP 21;303100;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;3;0;3;2;5;0;0;0;ESF Completa;;
21;2280795;SMS CMS JOAO BARROS BARRETO - AP 21;303119;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;4;0;1;2;3;0;0;0;ESF Vacância ACS;;
21;2280795;SMS CMS JOAO BARROS BARRETO - AP 21;303127;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;3;0;3;2;4;0;0;0;ESF Completa;;
21;2280795;SMS CMS JOAO BARROS BARRETO - AP 21;303143;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;4;0;4;2;4;0;0;0;ESF Completa;;
10;9080163;SMS CF MEDALHISTA OLIMPICO RICARDO LUCARELLI SOUZA AP 10;303151;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;3;0;1;1;4;0;0;0;ESF Completa;;
10;9080163;SMS CF MEDALHISTA OLIMPICO RICARDO LUCARELLI SOUZA AP 10;303178;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;3;0;1;1;4;0;0;0;ESF Completa;;
21;2288370;SMS CMS PINDARO DE CARVALHO RODRIGUES - AP 21;303194;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;5;0;1;1;4;0;0;0;ESF Completa;;
10;2291274;SMS CMS JOSE MESSIAS DO CARMO - AP 10;303216;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;4;0;0;0;ESF Completa;;
10;2291274;SMS CMS JOSE MESSIAS DO CARMO - AP 10;303224;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
10;2291274;SMS CMS JOSE MESSIAS DO CARMO - AP 10;303232;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
10;2291274;SMS CMS JOSE MESSIAS DO CARMO - AP 10;303240;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;5;0;0;0;ESF Completa;;
31;2295032;SMS CMS MARIA CRISTINA ROMA PAUGARTTEN - AP 31;303259;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;2;4;0;0;0;ESF Completa;;
31;2295032;SMS CMS MARIA CRISTINA ROMA PAUGARTTEN - AP 31;303275;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
31;2295032;SMS CMS MARIA CRISTINA ROMA PAUGARTTEN - AP 31;303283;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;2;4;0;0;0;ESF Completa;;
53;2295237;SMS CF JOAO BATISTA CHAGAS - AP 53;303291;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;1;0;0;0;0;0;0;ESF Vacância ACS, Tec/Aux 40h e Enfermeiro(a);;
53;2295237;SMS CF JOAO BATISTA CHAGAS - AP 53;303305;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
53;2295237;SMS CF JOAO BATISTA CHAGAS - AP 53;303313;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
53;2295237;SMS CF JOAO BATISTA CHAGAS - AP 53;303321;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;3;0;0;0;ESF Vacância Médico(a) 20h e ACS;;
53;6671020;SMS CF EDSON ABDALLA SAAD - AP 53;303348;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
53;2273578;SMS CMS CESARIO DE MELLO - AP 53;303356;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
53;6671020;SMS CF EDSON ABDALLA SAAD - AP 53;303364;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;3;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
53;2273578;SMS CMS CESARIO DE MELLO - AP 53;303372;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
53;6660185;SMS CF DEOLINDO COUTO - AP 53;303380;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
53;6660185;SMS CF DEOLINDO COUTO - AP 53;303399;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;3;0;0;0;ESF Vacância Médico(a) 20h e ACS;;
53;2295253;SMS CF WALDEMAR BERARDINELLI - AP 53;303402;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;4;0;0;0;ESF Completa;;
53;2295253;SMS CF WALDEMAR BERARDINELLI - AP 53;303410;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;3;0;0;0;ESF Vacância Médico(a) 20h e ACS;;
53;2295253;SMS CF WALDEMAR BERARDINELLI - AP 53;303429;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
31;2296535;SMS CMS NAGIB JORGE FARAH - AP 31;303437;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;2;3;0;0;0;ESF Vacância ACS;;
31;2296535;SMS CMS NAGIB JORGE FARAH - AP 31;303445;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;4;0;0;0;ESF Completa;;
31;2296535;SMS CMS NAGIB JORGE FARAH - AP 31;303453;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;0;2;4;0;0;0;EACS Vacância Enfermeiro 40h;ESF Incompleta 40h Médico mais de 60 dias;
31;2296535;SMS CMS NAGIB JORGE FARAH - AP 31;303461;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;4;0;0;0;ESF Completa;;
31;2296535;SMS CMS NAGIB JORGE FARAH - AP 31;303496;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;2;4;0;0;0;ESF Vacância Médico 20h;;
31;2296535;SMS CMS NAGIB JORGE FARAH - AP 31;303518;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;3;0;0;0;ESF Vacância ACS;;
40;2296543;SMS CMS JORGE SALDANHA BANDEIRA DE MELLO - AP40;303526;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;4;0;0;0;ESF Completa;;
40;2296543;SMS CMS JORGE SALDANHA BANDEIRA DE MELLO - AP40;303534;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
40;2296543;SMS CMS JORGE SALDANHA BANDEIRA DE MELLO - AP40;303542;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
31;2296551;SMS CMS AMERICO VELOSO - AP 31;303569;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;6;0;0;0;ESF Completa;;
31;2296551;SMS CMS AMERICO VELOSO - AP 31;303577;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;5;0;0;0;ESF Completa;;
31;2296551;SMS CMS AMERICO VELOSO - AP 31;303585;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;2;0;0;0;0;0;0;ESF Vacância ACS, Tec/Aux 40h e Enfermeiro(a);;
31;2296551;SMS CMS AMERICO VELOSO - AP 31;303593;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;5;0;0;0;ESF Completa;;
33;2296586;SMS CMS NASCIMENTO GURGEL - AP 33;303607;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
33;2296586;SMS CMS NASCIMENTO GURGEL - AP 33;303615;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;3;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
33;2296586;SMS CMS NASCIMENTO GURGEL - AP 33;303623;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
33;2296586;SMS CMS NASCIMENTO GURGEL - AP 33;303631;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;3;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
32;2708167;SMS CMS CESAR PERNETTA - AP 32;303666;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;2;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
32;2708167;SMS CMS CESAR PERNETTA - AP 32;303682;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;0;4;0;0;0;ESF Vacância Tec/Aux 40h;;
53;2708183;SMS CMS DECIO AMARAL FILHO - AP 53;303690;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
53;2708183;SMS CMS DECIO AMARAL FILHO - AP 53;303704;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
53;2708183;SMS CMS DECIO AMARAL FILHO - AP 53;303712;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
53;2708183;SMS CMS DECIO AMARAL FILHO - AP 53;303720;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;2;2;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
53;2708183;SMS CMS DECIO AMARAL FILHO - AP 53;303739;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;;
40;2708213;SMS CMS HARVEY RIBEIRO DE SOUZA FILHO - AP 40;303747;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;2;1;4;0;0;0;ESF Completa;;
